City,DealerName,LocatorLatitude,LocatorLongitude,Phone,PostalAddress,State,Website,ZipCode
Virginia Beach,"Synergy Air, LLC",36.8213,-76.0253000000003,757-932-7521,2597 Quality Ct,VA,,23454
Chesapeake,Atlantic Coast Heating and Cooling,36.7105,-76.3892999999998,757-215-4989,726 Wood Duck Ln,VA,,23323
Virginia Beach,ABSOLUTE COMFORT HEATING &amp;amp; COOLING INC,36.8421,-76.0932,757-266-5436,3912 Edinburgh Dr,VA,,23452
Kill Devil Hills,Surf Side Heating &amp;amp; A/C,36.0144,-75.6824000000002,252-512-0642,PO Box 3057,NC,,27948
Charlotte,MICHAEL &amp;amp; SON SERVICES INC. - Clt,35.221,-80.9275999999998,704-594-4237,140 Dupree Street,NC,,28208
Harrisburg,ALL TEMP CO INC,35.3285,-80.6610000000002,980-228-9813,4967 Highway 49,NC,http://www.alltemp-ac.com/,28075
Indian Trail,Parks Heating &amp;amp; Cooling Inc.,35.0963,-80.6145000000001,980-785-1416,1069 Van Buren Ave,NC,,28079
Monroe,Love Plumbing and Heating,35.0658,-80.5236000000002,980-269-1921,2602 N Charlotte Ave,NC,,28110
Monroe,Hinson Mechanical Company,35.0658,-80.5236000000002,980-269-1925,5610 Morgan Mill Rd,NC,,28110
Norwood,SAM K. BAILEY,35.2152,-80.1663,704-440-6171,38034 Chester Rd,NC,,28128
Shelby,Shelby Heating and Air Conditioning,35.2377,-81.5767000000001,980-552-0831,1990 Eaves Rd,NC,,28152
Charlotte,Ross and Witmer Inc,35.3114,-80.8863,980-785-1791,4620 Rozzelles Ferry Rd,NC,,28216
Mount Holly,Mount Holly Heating and Air Conditioning,35.3328,-81.0317999999999,704-755-5864,107 Madora St,NC,http://www.mounthollyheatingandair.com,28120
Indian Trail,Helms Heating &amp;amp; A/C,35.0963,-80.6145000000001,704-684-4897,1013 Technology Dr,NC,,28079
Charlotte,"Precision Air, LLC Heating &amp;amp; Cooling",35.0533,-80.8130000000001,980-269-1927,13850 Ballantyne Corporate Place,NC,,28277
Pembroke,Lowry Construction &amp;amp; Mechanical,34.692,-79.1769000000001,910-390-0465,33 Three Hunts Dr,NC,,28372
Rockingham,Witherspoon Heating &amp;amp; AC,34.9229,-79.8048,910-719-3557,100 Greensboro St.,NC,,28379
Aberdeen,"Comfort Services, Inc.",35.1144,-79.4965999999998,910-684-5521,2296 Hwy 5,NC,,28315
Carthage,Fields Plumbing and Heating Co,35.3616,-79.4177,910-634-0801,7718 NC Highway 22,NC,,28327
Albemarle,Garmon Mechanical,35.3503,-80.2174,704-440-4006,502 Old Charlotte Rd,NC,,28001
Sanford,Center Heating and Air Conditioning,35.3983,-79.1607000000003,919-897-2492,511 E Main St,NC,,27332
Sumter,Hoyts Heating and Air,34.0015,-80.3497000000001,803-353-4522,710 N Wise Dr,SC,,29153
Myrtle Beach,Cooper Mechanical Services,33.693,-78.9142000000001,843-213-6216,908 Frontage Rd E,SC,,29577
Little River,Ocean Drive Heating &amp;amp; Air Conditioning,33.8867,-78.6626999999998,843-492-0967,403 Strand Industrial Dr,SC,,29566
Wilmington,Humphrey Heating &amp;amp; Air Conditioning (Hampstead),34.294,-77.7964000000002,910-319-8677,11199 US Highway 17,NC,,28411
Wilmington,R J S Heating and Air Conditioning,34.2633,-77.8402,910-660-0155,204 Antilles Ct,NC,http://www.rjsheatingandair.com,28405
Wilmington,Anderson Air LLC,34.1367,-77.9157000000002,910-726-3358,419 Raleigh St,NC,,28412
Hampstead,Aire Serv of Coastal Carolina,34.4359,-77.6830000000003,910-939-3630,208 Heartwood Dr,NC,,28443
Jacksonville,"Humphrey Heating and Air Conditioning, Inc.",34.8193,-77.3713000000001,910-939-3544,181 Piney Green Rd,NC,,28546
Beaufort,"MECH WORKS MECHANICAL CONTRACTORS, INC.",34.8465,-76.6068999999998,252-515-7027,PO Box 427,NC,,28516
Ocracoke,"Ocracoke Heating &amp;amp; A/C, Inc.",35.1144,-75.9814999999999,252-656-5678,101 O’neal Drive,NC,,27960
Hatteras,Cartwright Heating,35.2194,-75.6906999999999,252-656-5679,57192 Pricilla Curve Road,NC,,27943
Cedar Point,"Carteret Htg &amp;amp; Cooling, Inc.",34.7017,-77.1398999999998,910-708-0021,151 Cedar Point Blvd,NC,,28584
Butler,Mountain Air,36.3143,-82.0015,423-460-0277,9810 Highway 67 W,TN,,37640
West Jefferson,B. R. Teague Inc. dba Blue Ridge Air,36.358,-81.4709000000001,336-481-0406,310 Beaver Creek School Rd,NC,,28694
Swannanoa,Gentry Heating &amp;amp; Cooling,35.6198,-82.4153999999997,828-348-8302,100 Buckeye Access Rd,NC,,28778
Hendersonville,Nicholson Company,35.3883,-82.3744000000002,828-393-4433,1005 Berkeley Rd,NC,,28792
Fletcher,Thompson Mechanical Inc.,35.4492,-82.4623999999999,828-585-4517,422 Butler Bridge Rd,NC,,28732
Arden,"MECHANICAL BUILDING SYSTEMS,LL",35.4582,-82.5975000000002,828-490-7594,PO Box 765,NC,,28704
Spindale,Rutherford Heating &amp;amp; Air Conditioning Inc,35.3605,-81.9214999999997,828-829-1804,300 Spindale Plaza Dr,NC,http://rutherfordheatingandair.com/,28160
Marion,Pyatt Heating and Air,35.7186,-82.0329000000002,828-559-9811,1451 Rutherford Rd,NC,,28752
Spartanburg,Davis Services,35.0096,-81.9647000000002,864-641-7406,111 Davis Rd,SC,,29303
Greer,Hendrix Heating and Air Conditioning,34.9316,-82.2152999999998,864-334-7201,2715 Old Woodruff Rd,SC,http://www.hendrixhvac.com,29651
Waynesville,Haywood Heating and Air Conditioning,35.4897,-82.9854999999998,828-564-1685,1275 Asheville Rd,NC,,28786
Enka,Dean&amp;#39;s Heating &amp;amp; Cooling,35.4572,-82.7746000000001,828-633-4745,PO Box 1387,NC,,28728-1387
Sylva,Geno Air Conditioning &amp;amp; Heating,35.3551,-83.1997000000002,828-354-4602,PO Box 576,NC,,28779
Sevierville,Jiles Heat &amp;amp; Air,35.8961,-83.4530000000001,865-888-5501,426 Eledge Farm Rd,TN,,37876
Sevierville,D &amp;amp; S BUILDERS,35.8961,-83.4530000000001,865-280-0563,2656 Douglas Dam Rd,TN,,37876
Franklin,"Franklin Sheet Metal, Inc.",35.1737,-83.4215,828-634-7658,46 Saunders Rd,NC,,28734
Sevierville,The Cherokee Group,35.7829,-83.6103000000003,865-446-0930,805 Middle Creek Rd.,TN,,37862
Casselton,Steves Heating Air Conditioning and Sheet Metal,46.8908,-97.2410000000002,701-639-4223,131 2nd Ave N,ND,,58012
Bismarck,Advanced Mechanical,46.7287,-100.616,701-526-4819,1415 Airport Rd,ND,,58504
Garrison,GARRISON FURNACE &amp;amp; STOVE,47.6856,-101.3285,701-552-6903,PO Box 621,ND,,58540
Dickinson,"Fire &amp;amp; Ice Refrigeration, Heating &amp;amp; Air",46.9271,-102.7543,701-552-6858,2795 West Villard St.,ND,,58601
Dickinson,Temp-Right Service,46.9271,-102.7543,701-353-0459,4664 2nd St SW,ND,,58601
Minot,North Central Service,48.1414,-101.3873,701-297-2302,515 31st Ave SW,ND,,58701
Omaha,Wichita Heating &amp;amp; Cooling,41.2062,-96.0523999999999,402-509-3199,5088 S 107th St,NE,,68127
Omaha,D &amp;amp; K Heating and Air Conditioning Inc,41.1676,-96.1852999999999,402-983-8143,17503 Storage Rd,NE,,68136
Papillion,"Advantage Air Conditioning, Heating &amp;amp; Refrigeration Inc",41.1138,-96.0413,402-281-2396,1205 Royal Dr,NE,https://www.advanced-mechanical.com/,68046
Omaha,J. W. Smith &amp;amp; Co,41.36,-96.0519999999998,402-983-8230,14707 N 72nd St,NE,,68122
La Vista,Aksarben Heating &amp;amp; Air Conditioning,41.1762,-96.0622000000002,402-819-0329,7070 S 108th St,NE,,68128
Fremont,"BLT Plumbing, Heating &amp;amp; A/C Inc",41.4752,-96.5372,402-721-9580,1010 S. Broad,NE,,68025
Blair,Washington County Heating &amp;amp; A/C,41.5565,-96.2448000000001,402-512-0767,334 N 16th St,NE,,68008
La Vista,Standard Heating and Air Conditioning,41.1762,-96.0622000000002,402-509-5747,11746 Portal Rd,NE,,68128
Omaha,Jackson Heating &amp;amp; Cooling,41.2985,-96.0492000000001,402-281-1586,8827 Maple St,NE,,68134
Lincoln,Wellmann Heating and Air,40.7841,-96.6993999999997,402-413-0747,3130 S 6th St,NE,http://www.wellmannheating.com,68502
Lincoln,"Action Plumbing, Heating &amp;amp; Air Conditioning",40.7841,-96.6993999999997,402-413-6846,4101 S 8th St,NE,http://www.actionlincoln.com,68502
Wahoo,Fud &amp;amp; Tracy Plumbing and Heating,41.2013,-96.6192000000003,402-277-8139,740 N Chestnut St,NE,,68066
Elkhorn,American Energy Advisors,41.2952,-96.2517000000002,402-881-8500,20214 Veterans Dr,NE,,68022
Omaha,Airtech Services Inc.,41.235,-96.1185999999999,402-913-3585,13316 C St,NE,,68144
Beatrice,Noakes Inc.,40.2674,-96.7699,402-205-4012,511 S 6th St,NE,,68310
York,MCCormick&amp;#39;s Heating &amp;amp; Air Conditioning,40.8416,-97.5409000000002,402-204-0051,302 North Grant Ave.,NE,,68467
Lincoln,Harley&amp;#39;s Heating &amp;amp; Air Conditioning Inc,40.8517,-96.6590999999999,402-413-7013,4224 Progressive Ave,NE,,68504
Doniphan,Kayl Heating &amp;amp; Air,40.7545,-98.3738000000001,402-736-0326,13525 S Stuhr Rd,NE,,68832
BOELUS,WILHELM ELECTRIC INC,41.1301,-98.6867000000001,402-736-0329,603 N. DELAWARE,NE,,68820
Norfolk,Volkman Plumbing &amp;amp; Heating Inc.,42.023,-97.4629999999998,402-370-5456,211 S 3rd St,NE,,68701
Yankton,Larrys Heating &amp;amp; A/C,42.8878,-97.4539999999998,605-743-0316,2401 Broadway Ave,SD,,57078
Atkinson,Keogh Electric,42.6331,-98.9766,402-395-8192,47456 US Highway 20,NE,,68713
Winner,Kucera Electric,43.2923,-99.8933999999998,605-223-1359,130 N Main St,SD,,57580
Mason City,Lashwood Heating &amp;amp; Air,41.1632,-99.3111999999999,402-395-8187,741 Prentiss,NE,,68855
Cozad,Cozad Services,40.8495,-100.0259,402-765-0551,217 E 8th St,NE,,69130
Broken Bow,Taylor Heating &amp;amp; Cooling,41.4554,-99.5948000000001,402-395-8284,704 S 8th Ave,NE,,68822
Holdrege,"Anderson Bros. Electric, Plbg  &amp;amp; Htg  Inc.",40.4958,-99.3197999999998,402-410-2092,313 W 4th Ave,NE,,68949
Kearney,"Anderson Bros. Electric, Plbg  &amp;amp; Htg  Inc.",40.7498,-99.0171000000002,402-410-2112,2600 Highway 30 E,NE,,68847
Minden,A-1 Heating &amp;amp; Air Conditioning Inc.,40.5009,-98.9019999999999,402-207-0032,1449 N Brown Ave,NE,,68959
Hastings,Beman&amp;#39;s Appliance Servicec,40.5551,-98.3689999999999,402-410-2093,729 E Park St,NE,,68901
McCook,Volz Plumbing and Heating,40.1761000000004,-100.646799999998,402-736-0333,1005 E C St,NE,,69001
Oberlin,Hansen Plumbing,39.8377,-100.5272,785-470-4345,118 E Commercial St,KS,,67749
North Platte,A J Sheet Metal Inc,41.1392,-100.7774,402-395-8662,910 E 8th St,NE,,69101
North Platte,Knobel Refrigeration Inc,41.1392,-100.7774,402-395-8487,2420 W Front St,NE,,69101
Scottsbluff,Oregon Trail Plumbing and Heating,41.9186,-103.6441,402-395-8407,1105 W 26th St,NE,,69361
Ogallala,Springer&amp;#39;s Appliance,41.0603,-101.6294,402-395-8286,302 W 1st St,NE,,69153
Stapleton,"Freys Heating and Air, Inc.",41.5665,-100.4829,402-395-8269,44 Avenue 80,NE,,69163
Valentine,Monroe HVAC,42.484,-100.7562,402-395-8241,PO Box 421,NE,,69201
Oshkosh,Moes Heating &amp;amp; A/C,41.7534,-102.3257,402-395-8194,400 W Avenue A,NE,,69154
Gallup,Horizon Enterprises Plumbing &amp;amp; Heating Inc,35.4315,-108.7243,505-726-4319,500 E Coal Ave,NM,http://www.galluphvac.com,87301
Santa Fe,Pro-Tech Air Conditioning and Heating,35.6633,-106.0167,505-395-0028,3933 San Felipe Rd,NM,http://www.protechach.com,87507
Santa Fe,Air Conditioning and Heating Service Co,35.6633,-106.0167,505-501-7591,1 Crouch Ct,NM,http://www.airconditioningnm.com,87507
Rio Rancho,"Affordable Service Plumbing, Heating &amp;amp; Air Conditioning",35.2385,-106.6685,505-565-5284,3200 Northern Blvd NE,NM,http://www.asph.com/,87124
Albuquerque,Air Pro Inc.,35.0815,-106.6469,505-273-9465,827 Edith Blvd NE,NM,http://www.airpronm.com,87102
Albuquerque,Action Air Conditioning DBA Anderson Air Corps,35.1813,-106.5937,505-633-8762,8524 Paseo Alameda NE,NM,http://www.andersonaircorps.com,87113
Albuquerque,Hausermann Mechanical,35.132,-106.4862,505-796-8956,3832 Inca St NE,NM,http://www.hausermannmechanical.com,87111
Albuquerque,Sunshine Plumbing &amp;amp; Heating,35.0653,-106.4737,505-273-9428,257 Juan Tabo Blvd NE,NM,http://www.sunshineplumb.com,87123
Albuquerque,"A&amp;amp;G Heating &amp;amp; Air Conditioning, Inc",35.1989,-106.7032,505-445-1402,9102 2nd St NW,NM,http://www.aandgheatingandairnm.com,87114
Farmington,RA Biel Plumbing and Heating,36.3443,-108.1449,505-436-3221,1205 Troy King Rd,NM,http://rabielplumbing.com,87401
Farmington,Farmington Heating &amp;amp; Metal,36.3443,-108.1449,505-386-1028,703 W Broadway,NM,https://carrier.farmingtonheating.com/,87401
Hobbs,"Caprock A/C &amp;amp; Heating, Inc.",32.6132,-103.3269,575-964-1911,116 E Alston St,NM,,88240
Clovis,Claiborne Refrigeration,34.5173,-103.2534,575-265-0598,900 W Grand Ave,NM,,88101
Roswell,Rhoads Company,33.4293,-104.519,575-495-2114,107 E 6th St,NM,http://www.rhoadsco.com,88201
Alamogordo,Anderson Refrigeration,32.7929,-106.161,575-495-2124,710 Maryland Ave,NM,http://www.andersonrefrigerationheatingandcooling.com,88310
Henderson,Sunrise Service Inc,36.1008,-114.9237,702-706-0983,7380 Commercial Way,NV,http://www.sunriseserviceinc.com,89011
Las Vegas,Cal Air,36.039,-115.2128,702-208-9132,5730 W Oleta Ave,NV,http://www.cal4air.com,89139
Las Vegas,Home Air Conditioning &amp;amp; Heating Inc,36.2044,-115.2233,702-637-4711,3908 Vegas Dr,NV,http://HOMEAIRLV.COM,89108
North Las Vegas,ARS Service Express of Nevada,36.2206,-115.145,725-666-2169,4524 Lawrence St,NV,,89081
Henderson,"Padilla Cooling &amp;amp; Heating, Inc",36.0603,-114.9568,702-637-7674,11 California Way,NV,http://padillacooling.com,89015
Boulder City,Richner Air Conditioning,35.9098,-114.7587,702-623-0149,707 Canyon Rd,NV,http://richnerair.com,89005
Elko,KAP MECHANICAL SERVICES LLC,41.1774,-115.8924,775-401-6948,809 Industrial Way,NV,,89801
Reno,Sierra Air Inc,39.4944,-119.7469,775-525-8954,4875 Longley Ln,NV,http://sierraair.com/,89502
Brooklyn,Vigilante Contracting Co Inc,40.6825,-73.9793999999998,646-475-3605,195 Douglas St,NY,,11217
Brooklyn,Citywide Bell Air Heating &amp;amp; Cooling,40.6327,-73.9967000000001,347-778-3612,1568 62nd St,NY,,11219
Staten Island,Arnica Heating and Air Conditioning,40.6059,-74.0941999999999,646-835-2161,68 Broad St,NY,,10304
Staten Island,Quality Cool &amp;amp; Heat Inc.,40.6314,-74.1368999999998,929-352-8069,2076 Richmond Terrace,NY,,10302
Ridgefield Park,Green Air Control Corp,40.8547,-74.0203000000001,551-228-4261,74-76 MT Vernon St,NJ,,07660
College Point,Victory Skaggs HVAC LLC,40.7847,-73.8412000000002,929-352-7892,119-02 23rd Avenue,NY,,11356
South Hackensack,GRC Mechanical Services,40.8647,-74.0508000000002,551-228-2724,244 Green St,NJ,http://grcmechanical.com/,07606
Staten Island,ASM MECHANICAL COMPANY,40.6,-74.1607000000001,646-741-3961,152 Watchogue Rd,NY,,10314
Garfield,All Week Plumbing Inc.,40.8788,-74.1075000000001,862-295-0437,100L Outwater Ln,NJ,,07026
Bayside,AWS Mechanical Corp.,40.7645,-73.7727,516-619-7129,215-15 Northern Blvd,NY,,11361
Bergenfield,Yuhan Heating and A/C,40.9234,-73.9981000000002,551-242-3632,108 S Front St,NJ,,07621
Bayside,Systematic Control Corp,40.7457,-73.7574000000003,646-835-0729,20314 48th Ave,NY,http://www.systematiccontrol.com,11364
Mount Vernon,Yost and Campbell,40.9061,-73.8353,888-658-3614,20 Brookdale Pl,NY,,10550
Staten Island,Scaran Heating and Air Conditioning,40.5313,-74.2184,646-835-0241,6767 Amboy Rd,NY,,10309
Eastchester,All Makes Heating &amp;amp; Air Conditioning Corporation,40.9537,-73.8076000000002,914-863-1796,365 White Plains Rd,NY,http://www.amhac.com/,10709
New Rochelle,ALEX HEATING &amp;amp; Air Conditioning  Corp,40.9494,-73.7855000000002,914-246-2941,73 Rolling Way,NY,,10804
Scarsdale,Sunrise Heating &amp;amp; Cooling Corp,40.989,-73.7930000000002,914-920-2736,529 Central Park Ave,NY,http://www.sunriseheatandcool.com,10583
Great Neck,Systematic Control Corp,40.786,-73.7290999999999,516-441-7423,536 Northern Blvd,NY,http://www.systematiccontrol.com,11021
Bedford Hills,Mount Kisco Mechanical Service Corp,41.2288,-73.6918000000002,914-752-4455,10 Center St,NY,http://www.mountkiscomechanical.com,10507
Port Chester,Polytemp,41.0136,-73.6759,914-996-8925,21 N Pearl St,NY,http://www.polytempinc.com/,10573
Cortlandt Manor,Taconic Heating and Cooling Corp,41.2781,-73.8745999999998,914-930-4284,9 Dogwood Rd,NY,http://www.taconichvac.us,10567
Elmsford,Phoenix Mechanical Corp,41.0597,-73.8169999999998,914-249-9425,26 Vreeland Ave,NY,http://www.phoenixny.com,10523
Stamford,C &amp;amp; C Service,41.061,-73.5493000000003,475-299-9629,72 Dyke Lane,CT,,06902
Pearl River,Clarkstown Heating &amp;amp; Air Conditioning Corp,41.0618,-74.0138999999999,845-474-2194,95 N Pearl St,NY,http://clarkstownhvac.com/,10965
Rock Tavern,DYNAMIC PLBG HTG &amp;amp; A/C CO INC.,41.4778,-74.1617000000001,845-827-1908,1661 Little Britain Rd,NY,,12575
Newburgh,EMS Plumbing Heating &amp;amp; AC Inc,41.5391,-74.0490999999998,845-913-0606,295 Little Britain Rd,NY,,12550
Marlboro,Porco Energy Corporation,41.6128,-73.9967000000001,845-236-5045,1455 Route 9W,NY,,12542
Highland Falls,"DNK HVAC CONTRACTING,INC",41.3282,-74.0420999999998,845-859-0055,201 Main St,NY,,10928
Wappingers Falls,Sigma - Tremblay Heating &amp;amp; Air Conditioning,41.596,-73.8849000000001,845-632-0061,4 Delavergne Ave,NY,,12590
Wappingers Falls,Mid - Hudson Mechanical,41.596,-73.8849000000001,845-218-5600,4 Henry Dr,NY,,12590
Stony Point,Air Freez Corporation,41.2394,-74.0389999999999,845-271-1331,24 Fonda Dr,NY,,10980
Poughkeepsie,American Heating and Cooling,41.6797,-73.8638000000001,845-243-3759,1103 Dutchess Tpke,NY,,12603
Poughkeepsie,All Season Experts,41.6797,-73.8638000000001,845-243-6540,799 Main St,NY,,12603
Suffern,A &amp;amp; J Installation,41.1483,-74.1189000000003,845-738-4020,45 Wayne Ave,NY,,10901
Crompond,"Premier Comfort, Inc.",41.2976,-73.8672000000003,845-458-1725,2 Briar Lane,NY,,10517
Mahwah,Van Natta Mechanical Corp,41.0818,-74.1862000000002,551-800-7711,25 Whitney Rd,NJ,,07430
Oakland,Beta American Services,41.0312,-74.241,201-425-1051,40 Edison Ave,NJ,,07436
Rockaway,Speer Air Conditioning,40.9655,-74.4850000000002,973-400-3778,3 Vanderhoof Ave,NJ,,07866
Riverdale,Efficient Air Service,40.992,-74.3122999999999,973-826-7847,109 Route 23 South,NJ,,07457
Wayne,Ultimate Aire Systems,40.9484,-74.2449000000001,973-709-8982,1160 Hamburg Tpke,NJ,http://www.ultimateaire.com,07470
Waldwick,"DB Heating &amp;amp; Cooling, Inc.",41.0131,-74.1258999999997,551-777-4960,119 Franklin Tpke,NJ,,07463
New Hyde Park,T F OBrien Co Inc,40.7459,-73.6798000000001,516-737-0541,100 Denton Ave,NY,http://www.tfobrien.com,11040
Mineola,All Seasons,40.7469,-73.6388,,340A Willis Ave,NY,,11501
Mineola,Dynaire Corp,40.7469,-73.6388,516-564-2487,134 Herricks Rd,NY,,11501
Valley Stream,Air Design,40.6745,-73.7040999999998,516-284-1456,331 W Merrick Rd,NY,http://www.airdesigninc.com,11580
Lynbrook,Rightway Air Conditioning,40.6573,-73.6739999999999,516-400-5939,320 Hendrickson Ave,NY,,11563
Westbury,Center County Air Conditioning,40.756,-73.5739000000002,516-515-0778,93 Garden St,NY,http://www.centercountyac.com,11590
Linden,Clarke Engineering Co,40.6259,-74.2395,908-986-3280,15 N Wood Ave,NJ,,07036
Uniondale,STANLEY GELBER &amp;amp; SONS,40.7016,-73.5910000000002,516-712-6722,1079 Front St,NY,http://www.gelberandsons.com,11553
Massapequa,Aaron Air Conditioning Co,40.685,-73.4684999999998,516-882-1303,5300 Merrick Rd,NY,,11758
Massapequa,Absolute Air &amp;amp; Power Inc.,40.685,-73.4684999999998,516-900-5975,190 Jerusalem Avenue,NY,,11758
West Babylon,All Seasons Air Conditioning Co Inc,40.7189,-73.3625,516-986-9478,40 Field St,NY,,11704
Seaford,Apple Air Conditioning,40.6708,-73.4924999999999,516-882-5125,3818 Merrick Rd,NY,,11783
Smithtown,Stan Gelber and Sons,40.8179,-73.2091,888-406-5081,271 Mount Pleasant Rd,NY,,11788
Ronkonkoma,Airmax Long Island Inc,40.8149,-73.1228999999999,631-820-7069,720 Koehler Ave,NY,,11779
Saint James,D L Peterson Corp,40.8903,-73.1689999999999,631-246-3869,7 Flowerfield,NY,,11780
Clinton,Total Mechanical Systems LLC,41.2993,-72.5300000000002,860-856-8541,224 East Main Street,CT,,06413
Killingworth,RLD Heating &amp;amp; Cooling Inc,41.3791,-72.5783,860-452-0905,53 Route 80,CT,,06419
Branford,Air Inc.,41.2857,-72.7978000000001,203-868-0244,171 Short Beach Rd,CT,,06405
East Haven,Quality Heating And Air Conditioning Inc.,41.2803,-72.8731999999999,475-441-6971,231 Silver Sands Rd,CT,http://www.qualitymechcorp.com,06512
Milford,Modern Heating &amp;amp; A/C,41.2237,-73.0259000000002,203-567-4398,1015 Bridgeport Ave,CT,,06460
Meriden,A 1 Services Inc,41.5396,-72.8218000000002,203-514-7453,127 Colony St,CT,http://www.a1servicesincorporated.com,06451
Milford,"Tyler Heating, AC, Refrigeration",41.2384,-73.0571999999999,203-513-9294,77 Munson St,CT,,06461
Milford,Connecticut Air Systems,41.2384,-73.0571999999999,203-538-9562,270 Rowe Ave,CT,,06461
Plainville,Total Mechanical Systems LLC,41.6575,-72.6633000000002,860-940-0924,140 New Britain Avenue,CT,,06067
Berlin,County Wide Mechanical Svcs,41.611,-72.7773999999999,860-924-7530,31 Deming Road,CT,,06037
Stratford,Pack-Timco Inc.,41.1871,-73.1395999999997,475-208-4728,765 Honeyspot Rd,CT,,06615
Stratford,Environmental Control Inc.,41.1871,-73.1395999999997,475-422-5199,1265 Woodend Rd,CT,,06615
Stratford,"Coastal Mechanical Services, Inc.",41.1871,-73.1395999999997,475-422-5289,40 Hathaway Dr,CT,,06615
Malta,The Radiant Store,43.002,-73.8759000000001,518-400-0345,10 Hermes Rd,NY,,12020
Ballston Spa,21ST CENTURY MECHANICAL INC,43.002,-73.8759000000001,518-347-7958,1448 Saratoga Rd,NY,,12020
Ballston Spa,J&amp;amp;S Heating &amp;amp; Cooling llc,43.002,-73.8759000000001,518-380-6303,578 Randall Rd,NY,,12020
Schenectady,J D J Comfort Systems Inc.,42.821,-73.9206,518-417-2947,398 Anthony St,NY,,12308
Waterford,"AHR INDUSTRIES, INC.",42.8243,-73.6973000000002,518-836-5789,PO Box 101,NY,,12188
Schenectady,Rotterdam Heating &amp;amp; Air Conditioning,42.8133,-74.0348000000001,518-631-3675,3101 N Thompson St,NY,,12306
Schenectady,Hoffman &amp;amp; Miller Oil Co.,42.7494,-73.9270000000001,518-631-2337,1736 Chrisler Ave,NY,,12303
Albany,Main Care Energy,42.7187,-73.8257000000001,518-992-7582,1 Booth Ln,NY,,12205
Albany,Northeast Heating Cooling and Refrigeration Co. Inc.,42.7187,-73.8257000000001,518-992-7584,27 Railroad Ave,NY,,12205
Amsterdam,"P. MECHANICAL, INC.",42.9741,-74.1271000000001,518-875-4034,785 Midline Rd,NY,,12010
Pittsfield,Climate Heating and Cooling,42.4608,-73.2819999999997,413-842-6922,146 Hubbard Ave,MA,,01201
North Adams,Ashley Swift and Sons Inc,42.6996,-73.0936000000002,413-398-0791,992 Massachusetts Ave,MA,,01247
Dalton,"Four Seasons Heating, Cooling &amp;amp; Refrigeration",42.4825,-73.1480999999998,413-842-7154,134 E Housatonic St,MA,,01226
Troy,TROY ALL STATE HTG. &amp;amp; PLG. CO.,42.7478,-73.6048999999998,518-982-2223,3165 6th Ave,NY,,12180
Troy,Action Jack Inc.,42.7478,-73.6048999999998,518-417-2571,10 Dunleer Dr,NY,,12180
Rensselaer,Polsinello Fuels Inc,42.6273,-73.7089000000001,518-650-1103,241 Riverside Ave,NY,,12144
Rensselaer,Bourque Mechanical Systems,42.6273,-73.7089000000001,518-992-7891,330 South St,NY,,12144
Albany,J. D. Warren &amp;amp; Son,42.634,-73.7642999999998,518-992-7138,69 4th Ave,NY,,12202
Hudson,H K Schmidt Plumbing,42.2272,-73.7451,518-249-6642,27 Merle Ave,NY,,12534
Saugerties,"TIM&amp;#39;S A/C &amp;amp; HEATING, INC.",42.0957,-74.0039999999998,845-217-0136,349 Wilhelm Rd,NY,,12477
Saugerties,Precision HVAC,42.0957,-74.0039999999998,845-481-2888,21 Austin Ave,NY,,12477
Voorheesville,Comfort Temp Heating &amp;amp; Cooling,42.6396,-73.9672,518-631-2381,19 Cliffview Ln,NY,,12186
Albany,MCD Mechanical,42.6834,-73.8519,518-362-7421,20 Corporate Cir,NY,,12203
Albany,CA GROUP,42.6834,-73.8519,518-992-7636,25 Corporate Cir,NY,,12203
Middleburgh,MIDDLEBURGH SHEET METAL LLC,42.5337,-74.3384999999997,518-836-5790,1018 Clauverwie Rd,NY,,12122
Esperance,"RMB HEATING &amp;amp; COOLING, LLC",42.7904,-74.3145000000002,518-631-5993,6620 State Highway 30,NY,,12066
Johnstown,"VALACHOVIC PLG., HTG., &amp;amp; A/C",43.0176,-74.3982000000003,518-284-4575,315 E Main St,NY,,12095
Amsterdam,Joe&amp;#39;s Refrigeration,42.9741,-74.1271000000001,518-992-7594,1245 Midline Road,NY,,12010
Kingston,Archibald Heating and Air Conditioning,41.932,-74.0576999999997,845-943-2038,81 Hill Rd,NY,,12401
Kingston,"Jeff Lowe Plumbing, Heating &amp;amp; A/C",41.932,-74.0576999999997,845-481-2889,101 Smith Ave,NY,http://www.jeffloweplumbing.com,12401
Great Barrington,Harland B.Foster Inc.,42.1779,-73.3332000000003,413-591-2694,15 Bridge St,MA,,01230
Dover Plains,All Seasons Heating and Cooling,41.7225,-73.5844000000003,845-832-1732,136 Old State Route 22,NY,,12522
Poughquag,ETP HEATING AND COOLING INC,41.6156,-73.6702000000002,845-478-5842,11 Gardner Hollow Rd,NY,,12570
NORTH SALEM,Air Professional Associates,41.3372,-73.5886999999999,845-878-0106,39 FIELDS LANE,NY,,10560
Honesdale,Kinzinger HVAC Inc.,41.624,-75.2494999999998,570-647-4815,85 Sugar St,PA,,18431
Carbondale,Peqs Mechanical,41.5953,-75.5413999999997,570-267-0213,35 Wayne St,PA,,18407
Queensbury,LaPans Precision,43.3481,-73.6782000000002,518-741-4603,4 Highland Ave,NY,,12804
