DealerName,PostalAddress,City,State,ZipCode,Country,Phone,LocatorLatitude,LocatorLongitude,Website,Brand
Citywide Bell Air Heating & Cooling,1568 62nd St,Brooklyn,NY,11219,United States,347-778-3612,40.6327,-73.9967000000001,,Carrier
Arnica Heating and Air Conditioning,68 Broad St,Staten Island,NY,10304,United States,646-835-2161,40.6059,-74.0941999999999,,Carrier
Quality Cool & Heat Inc.,2076 Richmond Terrace,Staten Island,NY,10302,United States,929-352-8069,40.6314,-74.1368999999998,,Carrier
Green Air Control Corp,74-76 MT Vernon St,Ridgefield Park,NJ,07660,United States,551-228-4261,40.8547,-74.0203000000001,,Carrier
Victory Skaggs HVAC LLC,119-02 23rd Avenue,College Point,NY,11356,United States,929-352-7892,40.7847,-73.8412000000002,,Carrier
GRC Mechanical Services,244 Green St,South Hackensack,NJ,07606,United States,551-228-2724,40.8647,-74.0508000000002,http://grcmechanical.com/,Carrier
ASM MECHANICAL COMPANY,152 Watchogue Rd,Staten Island,NY,10314,United States,646-741-3961,40.6,-74.1607000000001,,Carrier
All Week Plumbing Inc.,100L Outwater Ln,Garfield,NJ,07026,United States,862-295-0437,40.8788,-74.1075000000001,,Carrier
AWS Mechanical Corp.,215-15 Northern Blvd,Bayside,NY,11361,United States,516-619-7129,40.7645,-73.7727,,Carrier
Yuhan Heating and A/C,108 S Front St,Bergenfield,NJ,07621,United States,551-242-3632,40.9234,-73.9981000000002,,Carrier
Systematic Control Corp,20314 48th Ave,Bayside,NY,11364,United States,646-835-0729,40.7457,-73.7574000000003,http://www.systematiccontrol.com,Carrier
Yost and Campbell,20 Brookdale Pl,Mount Vernon,NY,10550,United States,888-658-3614,40.9061,-73.8353,,Carrier
Scaran Heating and Air Conditioning,6767 Amboy Rd,Staten Island,NY,10309,United States,646-835-0241,40.5313,-74.2184,,Carrier
All Makes Heating & Air Conditioning Corporation,365 White Plains Rd,Eastchester,NY,10709,United States,914-863-1796,40.9537,-73.8076000000002,http://www.amhac.com/,Carrier
ALEX HEATING & Air Conditioning  Corp,73 Rolling Way,New Rochelle,NY,10804,United States,914-246-2941,40.9494,-73.7855000000002,,Carrier
Sunrise Heating & Cooling Corp,529 Central Park Ave,Scarsdale,NY,10583,United States,914-920-2736,40.989,-73.7930000000002,http://www.sunriseheatandcool.com,Carrier
Systematic Control Corp,536 Northern Blvd,Great Neck,NY,11021,United States,516-441-7423,40.786,-73.7290999999999,http://www.systematiccontrol.com,Carrier
Mount Kisco Mechanical Service Corp,10 Center St,Bedford Hills,NY,10507,United States,914-752-4455,41.2288,-73.6918000000002,http://www.mountkiscomechanical.com,Carrier
Polytemp,21 N Pearl St,Port Chester,NY,10573,United States,914-996-8925,41.0136,-73.6759,http://www.polytempinc.com/,Carrier
Taconic Heating and Cooling Corp,9 Dogwood Rd,Cortlandt Manor,NY,10567,United States,914-930-4284,41.2781,-73.8745999999998,http://www.taconichvac.us,Carrier
Phoenix Mechanical Corp,26 Vreeland Ave,Elmsford,NY,10523,United States,914-249-9425,41.0597,-73.8169999999998,http://www.phoenixny.com,Carrier
C & C Service,72 Dyke Lane,Stamford,CT,06902,United States,475-299-9629,41.061,-73.5493000000003,,Carrier
Clarkstown Heating & Air Conditioning Corp,95 N Pearl St,Pearl River,NY,10965,United States,845-474-2194,41.0618,-74.0138999999999,http://clarkstownhvac.com/,Carrier
DYNAMIC PLBG HTG & A/C CO INC.,1661 Little Britain Rd,Rock Tavern,NY,12575,United States,845-827-1908,41.4778,-74.1617000000001,,Carrier
EMS Plumbing Heating & AC Inc,295 Little Britain Rd,Newburgh,NY,12550,United States,845-913-0606,41.5391,-74.0490999999998,,Carrier
Porco Energy Corporation,1455 Route 9W,Marlboro,NY,12542,United States,845-236-5045,41.6128,-73.9967000000001,,Carrier
"DNK HVAC CONTRACTING,INC",201 Main St,Highland Falls,NY,10928,United States,845-859-0055,41.3282,-74.0420999999998,,Carrier
Sigma - Tremblay Heating & Air Conditioning,4 Delavergne Ave,Wappingers Falls,NY,12590,United States,845-632-0061,41.596,-73.8849000000001,,Carrier
Mid - Hudson Mechanical,4 Henry Dr,Wappingers Falls,NY,12590,United States,845-218-5600,41.596,-73.8849000000001,,Carrier
Air Freez Corporation,24 Fonda Dr,Stony Point,NY,10980,United States,845-271-1331,41.2394,-74.0389999999999,,Carrier
American Heating and Cooling,1103 Dutchess Tpke,Poughkeepsie,NY,12603,United States,845-243-3759,41.6797,-73.8638000000001,,Carrier
All Season Experts,799 Main St,Poughkeepsie,NY,12603,United States,845-243-6540,41.6797,-73.8638000000001,,Carrier
A & J Installation,45 Wayne Ave,Suffern,NY,10901,United States,845-738-4020,41.1483,-74.1189000000003,,Carrier
"Premier Comfort, Inc.",2 Briar Lane,Crompond,NY,10517,United States,845-458-1725,41.2976,-73.8672000000003,,Carrier
Van Natta Mechanical Corp,25 Whitney Rd,Mahwah,NJ,07430,United States,551-800-7711,41.0818,-74.1862000000002,,Carrier
Beta American Services,40 Edison Ave,Oakland,NJ,07436,United States,201-425-1051,41.0312,-74.241,,Carrier
Speer Air Conditioning,3 Vanderhoof Ave,Rockaway,NJ,07866,United States,973-400-3778,40.9655,-74.4850000000002,,Carrier
Efficient Air Service,109 Route 23 South,Riverdale,NJ,07457,United States,973-826-7847,40.992,-74.3122999999999,,Carrier
Ultimate Aire Systems,1160 Hamburg Tpke,Wayne,NJ,07470,United States,973-709-8982,40.9484,-74.2449000000001,http://www.ultimateaire.com,Carrier
"DB Heating & Cooling, Inc.",119 Franklin Tpke,Waldwick,NJ,07463,United States,551-777-4960,41.0131,-74.1258999999997,,Carrier
T F OBrien Co Inc,100 Denton Ave,New Hyde Park,NY,11040,United States,516-737-0541,40.7459,-73.6798000000001,http://www.tfobrien.com,Carrier
All Seasons,340A Willis Ave,Mineola,NY,11501,United States,,40.7469,-73.6388,,Carrier
Dynaire Corp,134 Herricks Rd,Mineola,NY,11501,United States,516-564-2487,40.7469,-73.6388,,Carrier
Air Design,331 W Merrick Rd,Valley Stream,NY,11580,United States,516-284-1456,40.6745,-73.7040999999998,http://www.airdesigninc.com,Carrier
Rightway Air Conditioning,320 Hendrickson Ave,Lynbrook,NY,11563,United States,516-400-5939,40.6573,-73.6739999999999,,Carrier
Center County Air Conditioning,93 Garden St,Westbury,NY,11590,United States,516-515-0778,40.756,-73.5739000000002,http://www.centercountyac.com,Carrier
Clarke Engineering Co,15 N Wood Ave,Linden,NJ,07036,United States,908-986-3280,40.6259,-74.2395,,Carrier
STANLEY GELBER & SONS,1079 Front St,Uniondale,NY,11553,United States,516-712-6722,40.7016,-73.5910000000002,http://www.gelberandsons.com,Carrier
Aaron Air Conditioning Co,5300 Merrick Rd,Massapequa,NY,11758,United States,516-882-1303,40.685,-73.4684999999998,,Carrier
Absolute Air & Power Inc.,190 Jerusalem Avenue,Massapequa,NY,11758,United States,516-900-5975,40.685,-73.4684999999998,,Carrier
All Seasons Air Conditioning Co Inc,40 Field St,West Babylon,NY,11704,United States,516-986-9478,40.7189,-73.3625,,Carrier
Apple Air Conditioning,3818 Merrick Rd,Seaford,NY,11783,United States,516-882-5125,40.6708,-73.4924999999999,,Carrier
Stan Gelber and Sons,271 Mount Pleasant Rd,Smithtown,NY,11788,United States,888-406-5081,40.8179,-73.2091,,Carrier
Airmax Long Island Inc,720 Koehler Ave,Ronkonkoma,NY,11779,United States,631-820-7069,40.8149,-73.1228999999999,,Carrier
D L Peterson Corp,7 Flowerfield,Saint James,NY,11780,United States,631-246-3869,40.8903,-73.1689999999999,,Carrier
Total Mechanical Systems LLC,224 East Main Street,Clinton,CT,06413,United States,860-856-8541,41.2993,-72.5300000000002,,Carrier
RLD Heating & Cooling Inc,53 Route 80,Killingworth,CT,06419,United States,860-452-0905,41.3791,-72.5783,,Carrier
Air Inc.,171 Short Beach Rd,Branford,CT,06405,United States,203-868-0244,41.2857,-72.7978000000001,,Carrier
Quality Heating And Air Conditioning Inc.,231 Silver Sands Rd,East Haven,CT,06512,United States,475-441-6971,41.2803,-72.8731999999999,http://www.qualitymechcorp.com,Carrier
Modern Heating & A/C,1015 Bridgeport Ave,Milford,CT,06460,United States,203-567-4398,41.2237,-73.0259000000002,,Carrier
A 1 Services Inc,127 Colony St,Meriden,CT,06451,United States,203-514-7453,41.5396,-72.8218000000002,http://www.a1servicesincorporated.com,Carrier
"Tyler Heating, AC, Refrigeration",77 Munson St,Milford,CT,06461,United States,203-513-9294,41.2384,-73.0571999999999,,Carrier
Connecticut Air Systems,270 Rowe Ave,Milford,CT,06461,United States,203-538-9562,41.2384,-73.0571999999999,,Carrier
Total Mechanical Systems LLC,140 New Britain Avenue,Plainville,CT,06067,United States,860-940-0924,41.6575,-72.6633000000002,,Carrier
County Wide Mechanical Svcs,31 Deming Road,Berlin,CT,06037,United States,860-924-7530,41.611,-72.7773999999999,,Carrier
Pack-Timco Inc.,765 Honeyspot Rd,Stratford,CT,06615,United States,475-208-4728,41.1871,-73.1395999999997,,Carrier
Environmental Control Inc.,1265 Woodend Rd,Stratford,CT,06615,United States,475-422-5199,41.1871,-73.1395999999997,,Carrier
"Coastal Mechanical Services, Inc.",40 Hathaway Dr,Stratford,CT,06615,United States,475-422-5289,41.1871,-73.1395999999997,,Carrier
The Radiant Store,10 Hermes Rd,Malta,NY,12020,United States,518-400-0345,43.002,-73.8759000000001,,Carrier
21ST CENTURY MECHANICAL INC,1448 Saratoga Rd,Ballston Spa,NY,12020,United States,518-347-7958,43.002,-73.8759000000001,,Carrier
J&S Heating & Cooling llc,578 Randall Rd,Ballston Spa,NY,12020,United States,518-380-6303,43.002,-73.8759000000001,,Carrier
J D J Comfort Systems Inc.,398 Anthony St,Schenectady,NY,12308,United States,518-417-2947,42.821,-73.9206,,Carrier
"AHR INDUSTRIES, INC.",PO Box 101,Waterford,NY,12188,United States,518-836-5789,42.8243,-73.6973000000002,,Carrier
Rotterdam Heating & Air Conditioning,3101 N Thompson St,Schenectady,NY,12306,United States,518-631-3675,42.8133,-74.0348000000001,,Carrier
Hoffman & Miller Oil Co.,1736 Chrisler Ave,Schenectady,NY,12303,United States,518-631-2337,42.7494,-73.9270000000001,,Carrier
Main Care Energy,1 Booth Ln,Albany,NY,12205,United States,518-992-7582,42.7187,-73.8257000000001,,Carrier
Northeast Heating Cooling and Refrigeration Co. Inc.,27 Railroad Ave,Albany,NY,12205,United States,518-992-7584,42.7187,-73.8257000000001,,Carrier
"P. MECHANICAL, INC.",785 Midline Rd,Amsterdam,NY,12010,United States,518-875-4034,42.9741,-74.1271000000001,,Carrier
Climate Heating and Cooling,146 Hubbard Ave,Pittsfield,MA,01201,United States,413-842-6922,42.4608,-73.2819999999997,,Carrier
Ashley Swift and Sons Inc,992 Massachusetts Ave,North Adams,MA,01247,United States,413-398-0791,42.6996,-73.0936000000002,,Carrier
"Four Seasons Heating, Cooling & Refrigeration",134 E Housatonic St,Dalton,MA,01226,United States,413-842-7154,42.4825,-73.1480999999998,,Carrier
TROY ALL STATE HTG. & PLG. CO.,3165 6th Ave,Troy,NY,12180,United States,518-982-2223,42.7478,-73.6048999999998,,Carrier
Action Jack Inc.,10 Dunleer Dr,Troy,NY,12180,United States,518-417-2571,42.7478,-73.6048999999998,,Carrier
Polsinello Fuels Inc,241 Riverside Ave,Rensselaer,NY,12144,United States,518-650-1103,42.6273,-73.7089000000001,,Carrier
Bourque Mechanical Systems,330 South St,Rensselaer,NY,12144,United States,518-992-7891,42.6273,-73.7089000000001,,Carrier
J. D. Warren & Son,69 4th Ave,Albany,NY,12202,United States,518-992-7138,42.634,-73.7642999999998,,Carrier
H K Schmidt Plumbing,27 Merle Ave,Hudson,NY,12534,United States,518-249-6642,42.2272,-73.7451,,Carrier
"TIM&S A/C & HEATING, INC.",349 Wilhelm Rd,Saugerties,NY,12477,United States,845-217-0136,42.0957,-74.0039999999998,,Carrier
Precision HVAC,21 Austin Ave,Saugerties,NY,12477,United States,845-481-2888,42.0957,-74.0039999999998,,Carrier
Comfort Temp Heating & Cooling,19 Cliffview Ln,Voorheesville,NY,12186,United States,518-631-2381,42.6396,-73.9672,,Carrier
MCD Mechanical,20 Corporate Cir,Albany,NY,12203,United States,518-362-7421,42.6834,-73.8519,,Carrier
CA GROUP,25 Corporate Cir,Albany,NY,12203,United States,518-992-7636,42.6834,-73.8519,,Carrier
MIDDLEBURGH SHEET METAL LLC,1018 Clauverwie Rd,Middleburgh,NY,12122,United States,518-836-5790,42.5337,-74.3384999999997,,Carrier
"RMB HEATING & COOLING, LLC",6620 State Highway 30,Esperance,NY,12066,United States,518-631-5993,42.7904,-74.3145000000002,,Carrier
"VALACHOVIC PLG., HTG., & A/C",315 E Main St,Johnstown,NY,12095,United States,518-284-4575,43.0176,-74.3982000000003,,Carrier
Joe&s Refrigeration,1245 Midline Road,Amsterdam,NY,12010,United States,518-992-7594,42.9741,-74.1271000000001,,Carrier
Archibald Heating and Air Conditioning,81 Hill Rd,Kingston,NY,12401,United States,845-943-2038,41.932,-74.0576999999997,,Carrier
"Jeff Lowe Plumbing, Heating & A/C",101 Smith Ave,Kingston,NY,12401,United States,845-481-2889,41.932,-74.0576999999997,http://www.jeffloweplumbing.com,Carrier
Harland B.Foster Inc.,15 Bridge St,Great Barrington,MA,01230,United States,413-591-2694,42.1779,-73.3332000000003,,Carrier
All Seasons Heating and Cooling,136 Old State Route 22,Dover Plains,NY,12522,United States,845-832-1732,41.7225,-73.5844000000003,,Carrier
ETP HEATING AND COOLING INC,11 Gardner Hollow Rd,Poughquag,NY,12570,United States,845-478-5842,41.6156,-73.6702000000002,,Carrier
Air Professional Associates,39 FIELDS LANE,NORTH SALEM,NY,10560,United States,845-878-0106,41.3372,-73.5886999999999,,Carrier
Kinzinger HVAC Inc.,85 Sugar St,Honesdale,PA,18431,United States,570-647-4815,41.624,-75.2494999999998,,Carrier
Peqs Mechanical,35 Wayne St,Carbondale,PA,18407,United States,570-267-0213,41.5953,-75.5413999999997,,Carrier
LaPans Precision,4 Highland Ave,Queensbury,NY,12804,United States,518-741-4603,43.3481,-73.6782000000002,,Carrier
Highland Home Heating and Cooling LLC,PO Box 2317,Wilton,NY,12831,United States,518-633-1846,43.1979000000024,-73.6838999999972,,Carrier
Nehemiah Mechanical Systems,695 Ausable Dr,Jay,NY,12941,United States,518-241-3908,44.3553,-73.7106999999998,,Carrier
"Avonda Air System, Inc.",1 Green Tree Dr,South Burlington,VT,05403,United States,802-489-7441,44.446,-73.1725,,Carrier
Jack&s Heating & AC,7 Ira Pl,Milton,VT,05468,United States,802-559-1514,44.6579,-73.1453000000001,,Carrier
N E A S I New England Air System,43 Krupp Dr,Williston,VT,05495,United States,802-448-5022,44.4289,-73.0926000000001,,Carrier
Jay Mechanical Inc.,11 Maple St,Essex Junction,VT,05452,United States,802-448-1310,44.5358,-73.0547999999998,,Carrier
Come N Go Comfort,129 Raceway Rd,Jericho,VT,05465,United States,802-488-5549,44.4697,-72.9617000000002,,Carrier
Charles One Hour Heating & Air / MICHAEL CHARLES SYSTEMS LLC,914 Old Liverpool Rd,Liverpool,NY,13088,United States,315-849-9930,43.1098,-76.1878000000002,,Carrier
Charles Heating & Air,914 Old Liverpool Rd,Liverpool,NY,13088,United States,315-314-9597,43.1098,-76.1878000000002,,Carrier
Doug Mapstone Inc,8195 Cazenovia Rd,Manlius,NY,13104,United States,315-692-0361,42.968,-75.9513,,Carrier
Cooney Air Conditioning,2516 Lodi St,Syracuse,NY,13208,United States,315-849-3708,43.0791,-76.1459999999999,http://www.cooneyair.com,Carrier
Angelo Chiodo Heating & Air Cond.,618 Wolf St,Syracuse,NY,13208,United States,315-992-7580,43.0791,-76.1459999999999,,Carrier
Sure Temp Co Inc,43- 47 Lake Ave,Binghamton,NY,13905,United States,607-296-0377,42.1759,-75.9402000000001,,Carrier
Kozy Heating & AC LLC,44 S Lewis St,Auburn,NY,13021,United States,315-612-2141,42.9235,-76.5525000000001,,Carrier
Fred F. Collis & Sons,5092 Commercial Dr,Yorkville,NY,13495,United States,315-327-2865,43.1144,-75.2719,,Carrier
VINCENT&S HEATING & FUEL SVC,16 Railroad St.,POLAND,NY,13431,United States,315-272-4264,43.1704,-75.0679999999998,,Carrier
Fred F. Collis & Sons,152 Erie Blvd E,Rome,NY,13440,United States,315-838-5205,43.2466,-75.4624000000001,,Carrier
CRNA-McCARTHY NATIONAL ACCOUNT,29 Industrial Park Dr,Binghamton,NY,13904,United States,571-642-1562,42.133,-75.8265999999999,,Carrier
Mirabito Energy Products,Po Box 5306,Binghamton,NY,13902,United States,518-379-0723,42.0989,-75.9183999999998,,Carrier
PICA HVAC,1817 Pittston Ave,Scranton,PA,18505,United States,570-904-8238,41.3744,-75.6541999999998,,Carrier
Petcosky and Sons Plumbing and Heating,421 Commerce Rd,Vestal,NY,13850,United States,607-821-1236,42.0463,-76.0314000000002,,Carrier
Zenner & Ritter Heating and Cooling,3404 Bailey Ave,Buffalo,NY,14215,United States,716-800-3319,42.9342,-78.8093000000002,,Carrier
Armor Heating,3697 Abbott Rd,Orchard Park,NY,14127,United States,716-262-9950,42.7477,-78.7412999999999,,Carrier
Reimer Home Services,255 FIRETOWER DRIVE,Tonawanda,NY,14150,United States,716-245-6797,42.9977,-78.8771999999999,,Carrier
Vastola Heating & Cooling LLC,3315 Abbott Rd,Orchard Park,NY,14127,United States,716-531-4501,42.7477,-78.7412999999999,,Carrier
Kings Heating and Sheet Metal,137 S Work St,Falconer,NY,14733,United States,716-708-4183,42.1461,-79.1678000000002,,Carrier
ZENNER & RITTER INC.,86 Gunnville Road,Lancaster,NY,14086,United States,716-427-6840,42.9085,-78.6272000000003,,Carrier
H. W. Bryk & Sons Inc.,4300 Military Rd,Niagara Falls,NY,14305,United States,716-236-8447,43.121,-79.0248000000003,,Carrier
Service Experts,6020 N Bailey Ave,Amherst,NY,14226,United States,716-262-9951,42.971,-78.7987000000003,,Carrier
John Betlem Heating and Cooling,898 Clinton Ave S,Rochester,NY,14620,United States,585-666-1358,43.1291,-77.6070999999999,http://johnbetlem.com/,Carrier
"Ryan Plumbing, Heating, Air Conditioning & Fire Protection",11 Comfort St,Rochester,NY,14620,United States,585-340-7852,43.1291,-77.6070999999999,,Carrier
HOMETOWN HEATING AND AIR COND.,5985 E Taft Rd,North Syracuse,NY,13212,United States,315-849-2329,43.1273,-76.1307000000002,,Carrier
AMBIENT HEATING & AIR LLC,238 Pearl St,Corning,NY,14830,United States,646-569-9978,42.0806,-77.0397000000003,,Carrier
Pickerington Heating & Cooling,12928 Stonecreek Drive,Pickerington,OH,43147,United States,614-845-2661,39.9019,-82.7451999999999,,Carrier
Favret Company,1296 Dublin Rd,Columbus,OH,43215,United States,614-362-9162,39.9651,-82.9999999999998,,Carrier
Cullins One Hour Heating & A/C,670 Radio Dr,Lewis Center,OH,43035,United States,614-682-8976,40.1839,-82.9843,,Carrier
Revival Heating & Cooling,28015 C.R.22,Warsaw,OH,43844,United States,740-334-4867,40.3362,-82.0522999999998,,Carrier
Midwest Contractor,646 S Nelson Rd,Columbus,OH,43205,United States,614-721-6328,39.9577,-82.9620000000003,,Carrier
CJS Heating,771 Dearborn Park Lane Suite C,Columbus,OH,43085,United States,614-532-9509,40.0994,-83.0165999999997,,Carrier
KMA Electric and Heating & Cooling,1755 Mt. Vernon Road,Newark,OH,43055,United States,614-682-8972,40.1181,-82.3725999999999,,Carrier
Mr Air,417 Lockmead Dr,Pataskala,OH,43062,United States,614-701-9819,40.008,-82.6777000000002,,Carrier
Quality Air Heating and Air Conditioning,4060 Indianola Ave,Columbus,OH,43214,United States,614-721-5014,40.0525,-83.0199999999999,http://www.qualityairandheat.com,Carrier
Fairfield Heating & Cooling Inc,512 S Broad St,Lancaster,OH,43130,United States,740-994-4459,39.7017,-82.6092999999999,http://www.fairfieldheating.com/,Carrier
Franklin Heating Cooling and Refrigeration,4802 Hendron Rd,Groveport,OH,43125,United States,614-830-9000,39.8355,-82.8803000000002,,Carrier
Lem-Aire Heating & Cooling,381 Andover St,Newark,OH,43055,United States,740-334-4281,40.1181,-82.3725999999999,,Carrier
Arctic Air- Div of Schmid One Hour,9789 Karmar Ct,New Albany,OH,43054,United States,614-682-9608,40.0871,-82.7997999999999,,Carrier
Canal Winchester Heating & Cooling,6478 Winchester Blvd,Canal Winchester,OH,43110,United States,614-524-0633,39.8265,-82.7973,,Carrier
NEW ALBANY HEATING,68 NORTH HIGH STREET,NEW ALBANY,OH,43054,United States,380-867-0629,40.0871,-82.7997999999999,,Carrier
Buckeye Heating and Cooling,6969 Worthington Galena Rd,Worthington,OH,43085,United States,614-398-4133,40.0994,-83.0165999999997,,Carrier
Kessler Heating and Cooling,9793 Basil Western Rd NW,Canal Winchester,OH,43110,United States,614-382-6466,39.8265,-82.7973,,Carrier
Accurate Mechancial Inc,430 Blackstone St,Washington Court House,OH,43160,United States,740-239-2279,39.5227,-83.4502999999998,http://accuratecarrierhvac.com,Carrier
Westside Refrigeration Services,7845 Plain City Georgesville Rd NE,Plain City,OH,43064,United States,614-504-4507,40.097,-83.2906999999999,,Carrier
Nelson and Ball,132 E Center St,London,OH,43140,United States,740-837-4230,39.8789,-83.4301999999998,,Carrier
MORAN BROTHERS HTG & CLG LLC,109 W Main St,Belle Center,OH,43310,United States,419-516-4814,40.5311,-83.7861999999998,,Carrier
R J B Sales & Service,12029 State Route 720,Lakeview,OH,43331,United States,937-810-0323,40.5245,-83.9354000000001,,Carrier
Quality Mechanical Services,1022 S Main St,Kenton,OH,43326,United States,419-679-4194,40.6385,-83.6164000000002,,Carrier
Area Energy and Electric,2001 Commerce Dr,Sidney,OH,45365,United States,937-419-4512,40.2838,-84.1519000000002,,Carrier
Perry&s Heating & Air Conditioning,3855 S Wapakoneta Rd,Lima,OH,45806,United States,419-549-8433,40.6673,-84.1324000000002,http://www.perrysheatingandairconditioning.com,Carrier
Morris Heating & Cooling,401 S. College Street,Piqua,OH,45356,United States,937-541-0046,40.1702,-84.2793000000002,http://morriscomfortsystems.com,Carrier
Quality Mechanical Services,260 E Peterson Rd,Troy,OH,45373,United States,937-606-9621,40.0416,-84.1531,,Carrier
Troy Plumbing Heating and Air Conditioning Service,730 S Mulberry St,Troy,OH,45373,United States,937-703-4628,40.0416,-84.1531,,Carrier
Jacks Heating and  Air Conditioning,450 Olive St,Findlay,OH,45840,United States,567-525-8624,41.0289,-83.6493999999997,http://www.jacksheating.com,Carrier
Mauder Heating & Air Conditioning,2903 Woodville Rd,Northwood,OH,43619,United States,567-318-0513,41.6045,-83.4717,,Carrier
Witt and Gaines Inc,130 S Locust St,Oak Harbor,OH,43449,United States,419-707-8269,41.5624,-83.1418999999998,,Carrier
Scott Wagner Plumbing & Htg Inc,5538 Road 13,Ottawa,OH,45875,United States,567-376-3711,41.0234,-84.0653999999999,http://www.scottwagnerplumbing-heating.com,Carrier
Morris Heating,18014 Baltimore,Defiance,OH,43512,United States,419-956-0880,41.3548,-84.3568999999997,,Carrier
A.L.M. Heating and Refrigeration,130 E Linfoot St,Wauseon,OH,43567,United States,419-330-1316,41.5765,-84.1519000000002,,Carrier
Pugh Heating Co.,6400 Hamilton Dr E,Holland,OH,43528,United States,567-703-7674,41.6266,-83.7494000000001,,Carrier
Schwabel Heating & Air Conditioning,10379 Neiderhouse Rd,Perrysburg,OH,43551,United States,567-336-9060,41.5209,-83.5670999999998,,Carrier
"Tong&s Air Conditioning, Heating and Plumbing",40 E Perry St,Tiffin,OH,44883,United States,567-220-4434,41.154,-83.2212000000003,http://www.tongsac.com,Carrier
Air Eez Comfort Systems,901 N 5th St,Fremont,OH,43420,United States,567-280-1026,41.3701,-83.1561000000002,,Carrier
Pro Aire Heating and Air Conditioning,50580 National Rd E,Saint Clairsville,OH,43950,United States,740-325-4518,40.0964,-80.9220999999998,http://www.fixaire.com,Carrier
FRAME HEATING AND AIR CONDITIONING,49953 Mellott Ridge Rd,Beallsville,OH,43716,United States,740-628-0056,39.8445,-81.0051000000001,,Carrier
Simpson Heating & Cooling,817 W High Ave,New Philadelphia,OH,44663,United States,740-673-0140,40.5013,-81.3603999999997,http://www.simpsonheating.com/,Carrier
Donvernon Heating & Cooling,244 N 4th St,Steubenville,OH,43952,United States,740-314-0557,40.3967,-80.6755000000003,http://www.donvernon.com,Carrier
Coleman - Mitchell Heating and Air Conditioning,186 Fawcett Church Road,Bridgeville,PA,15017,United States,412-206-1021,40.3414,-80.1320000000002,http://colemanmitchell.com/,Carrier
GENES REFRIGERATION HEATING & AIR CONDITIONING,6222 Norwalk Rd,Medina,OH,44256,United States,330-391-7936,41.1389,-81.8637999999998,https://genesrefrigeration.com/,Carrier
All Weather Heating and Cooling Inc.,30641 Center Ridge Rd,Westlake,OH,44145,United States,440-925-5079,41.4525,-81.9298,http://allweatherheatingcooling.net/,Carrier
W F Hann and Sons Co,26401 Miles Rd,Warrensville Heights,OH,44128,United States,216-359-8013,41.4368,-81.5396000000001,http://www.wfhann.com,Carrier
Strongsville Heating & A/C,12650 Prospect Rd,Strongsville,OH,44149,United States,440-783-4034,41.3158,-81.8460000000001,https://www.strongsvilleheating.com/,Carrier
Cyngier Heating and Air Conditioning,4656 Warner Rd,Cleveland,OH,44125,United States,216-273-6672,41.4062,-81.6149,,Carrier
"Geisel Heating, Air Conditioning & Plumbing",633 Broad St,Elyria,OH,44035,United States,440-822-3391,41.3603,-82.1314,http://www.gogeisel.com/,Carrier
Green Home Solutions,4900 Brookpark Rd,Cleveland,OH,44134,United States,216-206-6073,41.3848,-81.7045000000002,https://www.ghsohio.com/,Carrier
RTT Heating & Cooling,"10220 Gottschalk Pkwy, Unit 3",Chagrin Falls,OH,44023,United States,216-706-9721,41.3913,-81.3196999999998,,Carrier
ARP Heating and Air Conditioning Inc,8137 Broadview Rd,Broadview Heights,OH,44147,United States,440-922-6362,41.3194,-81.6781,,Carrier
American Climate Control,7537 James Dr,North Royalton,OH,44133,United States,216-815-3644,41.3138,-81.7452000000001,,Carrier
Luxury Heating,5327 Ford Rd,Elyria,OH,44035,United States,440-420-4654,41.3603,-82.1314,http://luxuryheatingco.com,Carrier
Raymond Plumbing and Heating Inc,1351 Broadway,Lorain,OH,44052,United States,440-776-8575,41.4482,-82.1803000000002,https://www.raymondplumbing.com/,Carrier
Shagovac Heating & Cooling,160 Sunrise Dr,Amherst,OH,44001,United States,440-822-3397,41.3705,-82.2582999999999,,Carrier
McArthur Heating A/C & Plbg,1658 Broadway,Lorain,OH,44052,United States,440-776-8729,41.4482,-82.1803000000002,,Carrier
Wright Heating and Cooling,418 N Water St,Kent,OH,44240,United States,330-541-5617,41.1349,-81.3441,http://www.wrightheating.com/,Carrier
WW HEATING & AIR CONDITIONING,11400 Market St,North Lima,OH,44452,United States,234-759-4097,40.9442,-80.6687,https://wwheating.com/,Carrier
Ogram Heating and Cooling,6059 Stanhope Kelloggsville Rd,Andover,OH,44003,United States,440-969-6270,41.6317,-80.5769999999999,,Carrier
"HAVE, LLC",PO Box 912,Ashtabula,OH,44005,United States,440-969-6297,41.8664,-80.7932999999997,https://www.have-inc.com/,Carrier
Gorjanc Comfort Services Inc.,42 Alpha Park Drive,Highland Heights,OH,44143,United States,888-244-4176,41.5545,-81.4745999999999,http://www.originaldonnelly.com,Carrier
J C Mack Heating and Cooling LLC,3767 Brecksville Rd,Richfield,OH,44286,United States,440-922-6417,41.2393,-81.6428000000002,,Carrier
KW Lang Mechanical,29410 Ambina Dr,Solon,OH,44139,United States,440-804-5830,41.3834,-81.4439,https://kwlang.com,Carrier
Bill Reynolds Heating and Air Conditioning,1374 E 345th St,Eastlake,OH,44095,United States,440-571-0770,41.6454,-81.4494999999999,http://www.billreynoldsheating.com/,Carrier
